 ,Kill .,Date,Time,Area ID,Species ID,Number of Animals,Behavior ID,Consumption Stage (pile 1),Consumption Stage (pile 2),Consumption Stage (pile 3),. of obs,. of cars,Notes,Peck Count,sample period,Field1,Proofed
4270,04-210,5/18/2004,13:15,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,,,,,,
4271,04-210,5/18/2004,13:20,AT CARCASS,RAVEN,5,FEED,3,,,1,,,,,,
4272,04-210,5/18/2004,13:25,AT CARCASS,RAVEN,9,FEED,3,,,1,,,,,,
4273,04-210,5/18/2004,13:25,AT CARCASS,BALD EAGLE,1,FEED,3,,,1,,,,,,
4274,04-210,5/18/2004,13:30,AT CARCASS,RAVEN,12,FEED,3,,,1,,,,,,
4275,04-210,5/18/2004,13:30,AT CARCASS,BALD EAGLE,1,FEED,3,,,1,,,,,,
4276,04-210,5/18/2004,13:30,CARCASS ARENA,RAVEN,1,GROUND,3,,,1,,,,,,
4277,04-210,5/18/2004,13:30,CARCASS ARENA,MAGPIE,1,GROUND,3,,,1,,,,,,
4278,04-210,5/18/2004,13:30,FIELD OF VIEW,RAVEN,12,GROUND,3,,,1,,,,,,
4279,04-210,5/18/2004,13:35,AT CARCASS,RAVEN,12,FEED,3,,,1,,,,,,
4280,04-210,5/18/2004,13:40,AT CARCASS,RAVEN,16,FEED,3,,,1,,,,,,
4281,04-210,5/18/2004,13:45,AT CARCASS,RAVEN,2,FEED,3,,,1,,,,,,
4282,04-210,5/18/2004,13:45,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
4283,04-210,5/18/2004,13:45,CARCASS ARENA,RAVEN,11,PERCHED,3,,,1,,,,,,
4284,04-210,5/18/2004,13:45,CARCASS ARENA,MAGPIE,1,GROUND,3,,,1,,,,,,
4285,04-210,5/18/2004,13:45,FIELD OF VIEW,RAVEN,13,PERCHED,3,,,1,,,,,,
4286,04-210,5/18/2004,13:45,FIELD OF VIEW,MAGPIE,2,PERCHED,3,,,1,,,,,,
4287,04-210,5/18/2004,13:45,FIELD OF VIEW,COYOTE,2,TRAVEL,3,,,1,,,,,,
4288,04-210,5/18/2004,13:45,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,,,,,
4289,04-210,5/18/2004,13:50,AT CARCASS,COYOTE,3,FEED,3,,,1,,,,,,
4290,04-210,5/18/2004,13:55,AT CARCASS,COYOTE,3,FEED,3,,,1,,,,,,
4291,04-210,5/18/2004,14:00,AT CARCASS,COYOTE,2,FEED,3,,,1,,,,,,
4292,04-210,5/18/2004,14:00,CARCASS ARENA,RAVEN,7,PERCHED,3,,,1,,,,,,
4293,04-210,5/18/2004,14:00,FIELD OF VIEW,RAVEN,6,PERCHED,3,,,1,,,,,,
4294,04-210,5/18/2004,14:00,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,,,,,
4295,04-210,5/18/2004,14:05,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
4296,04-210,5/18/2004,14:10,AT CARCASS,MAGPIE,1,FEED,3,,,1,,,,,,
4297,04-210,5/18/2004,14:10,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
4298,04-210,5/18/2004,14:15,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
4299,04-210,5/18/2004,14:15,CARCASS ARENA,RAVEN,5,PERCHED,3,,,1,,,,,,
4300,04-210,5/18/2004,14:15,CARCASS ARENA,MAGPIE,1,TRAVEL,3,,,1,,,,,,
4301,04-210,5/18/2004,14:15,FIELD OF VIEW,RAVEN,20,PERCHED,3,,,1,,,,,,
4302,04-210,5/18/2004,14:15,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,,,,,
4303,04-210,5/18/2004,14:20,AT CARCASS,MAGPIE,1,FEED,3,,,1,,,,,,
4304,04-210,5/18/2004,14:25,AT CARCASS,RAVEN,2,FEED,3,,,1,,,,,,
4305,04-210,5/18/2004,14:25,AT CARCASS,MAGPIE,2,FEED,3,,,1,,,,,,
4306,04-210,5/18/2004,14:25,AT CARCASS,COYOTE,1,FEED,3,,,1,,,,,,
4307,04-210,5/18/2004,14:30,AT CARCASS,RAVEN,11,FEED,3,,,1,,,,,,
4308,04-210,5/18/2004,14:30,CARCASS ARENA,RAVEN,2,PERCHED,3,,,1,,,,,,
4309,04-210,5/18/2004,14:30,CARCASS ARENA,MAGPIE,2,PERCHED,3,,,1,,,,,,
4310,04-210,5/18/2004,14:30,FIELD OF VIEW,RAVEN,18,PERCHED,3,,,1,,,,,,
4311,04-210,5/18/2004,14:30,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,,,,,,
4312,04-210,5/18/2004,14:30,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4313,04-210,5/18/2004,14:35,AT CARCASS,RAVEN,6,FEED,3,,,1,,,,,,
4314,04-210,5/18/2004,14:40,AT CARCASS,RAVEN,11,FEED,3,,,1,,,,,,
4315,04-210,5/18/2004,14:45,AT CARCASS,RAVEN,6,FEED,3,,,1,,,,,,
4316,04-210,5/18/2004,14:45,FIELD OF VIEW,RAVEN,20,PERCHED,3,,,1,,,,,,
4317,04-210,5/18/2004,14:45,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4318,04-210,5/18/2004,14:50,AT CARCASS,RAVEN,7,FEED,3,,,1,,,,,,
4319,04-210,5/18/2004,14:55,AT CARCASS,RAVEN,7,FEED,3,,,1,,,,,,
4320,04-210,5/18/2004,15:00,AT CARCASS,RAVEN,6,FEED,3,,,1,,,,,,
4321,04-210,5/18/2004,15:00,CARCASS ARENA,RAVEN,3,GROUND,3,,,1,,,,,,
4322,04-210,5/18/2004,15:00,FIELD OF VIEW,RAVEN,13,PERCHED,3,,,1,,,,,,
4323,04-210,5/18/2004,15:00,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4324,04-210,5/18/2004,15:00,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,,,,,
4325,04-210,5/18/2004,15:05,AT CARCASS,RAVEN,6,FEED,3,,,1,,,,,,
4326,04-210,5/18/2004,15:10,AT CARCASS,RAVEN,2,FEED,3,,,1,,,,,,
4327,04-210,5/18/2004,15:15,AT CARCASS,RAVEN,4,FEED,3,,,1,,,,,,
4328,04-210,5/18/2004,15:15,FIELD OF VIEW,RAVEN,,,3,,,1,,,,,,
4329,04-210,5/18/2004,15:15,FIELD OF VIEW,COYOTE,2,SLEEP,3,,,1,,,,,,
4330,04-210,5/18/2004,15:15,FIELD OF VIEW,GRIZZLY BEAR,3,SLEEP,3,,,1,,,,,,
4331,04-210,5/18/2004,15:20,AT CARCASS,GRIZZLY BEAR,3,FEED,3,,,1,,,,,,
4332,04-210,5/18/2004,15:25,AT CARCASS,GRIZZLY BEAR,3,FEED,3,,,1,,,,,,
4333,04-210,5/18/2004,15:30,AT CARCASS,GRIZZLY BEAR,3,FEED,3,,,1,,,,,,
4334,04-210,5/18/2004,15:30,FIELD OF VIEW,RAVEN,19,PERCHED,3,,,1,,,,,,
4335,04-210,5/18/2004,15:30,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4336,04-210,5/18/2004,15:30,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3,,,1,,,,,,
4337,04-210,5/18/2004,15:35,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4338,04-210,5/18/2004,15:40,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4339,04-210,5/18/2004,15:45,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4340,04-210,5/18/2004,15:45,AT CARCASS,GRIZZLY BEAR,1,FEED,3,,,1,,,,,,
4341,04-210,5/18/2004,15:45,CARCASS ARENA,RAVEN,6,PERCHED,3,,,1,,,,,,
4342,04-210,5/18/2004,15:45,CARCASS ARENA,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4343,04-210,5/18/2004,15:45,FIELD OF VIEW,RAVEN,18,PERCHED,3,,,1,,,,,,
4344,04-210,5/18/2004,15:45,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4345,04-210,5/18/2004,15:50,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4346,04-210,5/18/2004,15:55,AT CARCASS,GRIZZLY BEAR,1,FEED,3,,,1,,,,,,
4347,04-210,5/18/2004,16:00,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4348,04-210,5/18/2004,16:00,AT CARCASS,GRIZZLY BEAR,2,FEED,3,,,1,,,,,,
4349,04-210,5/18/2004,16:00,CARCASS ARENA,RAVEN,4,PERCHED,3,,,1,,,,,,
4350,04-210,5/18/2004,16:00,FIELD OF VIEW,RAVEN,23,PERCHED,3,,,1,,,,,,
4351,04-210,5/18/2004,16:00,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4352,04-210,5/18/2004,16:05,AT CARCASS,GRIZZLY BEAR,3,OTHER,3,,,1,,,,,,
4353,04-210,5/18/2004,16:10,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4354,04-210,5/18/2004,16:15,AT CARCASS,GRIZZLY BEAR,3,VIGILANT,3,,,1,,,,,,
4355,04-210,5/18/2004,16:15,CARCASS ARENA,RAVEN,2,PERCHED,3,,,1,,,,,,
4356,04-210,5/18/2004,16:15,FIELD OF VIEW,RAVEN,13,PERCHED,3,,,1,,,,,,
4357,04-210,5/18/2004,16:15,FIELD OF VIEW,COYOTE,1,TRAVEL,3,,,1,,,,,,
4358,04-210,5/18/2004,16:15,FIELD OF VIEW,GOLDEN EAGLE,1,PERCHED,3,,,1,,,,,,
4359,04-210,5/18/2004,16:20,AT CARCASS,GRIZZLY BEAR,3,OTHER,3,,,1,,,,,,
4360,04-210,5/18/2004,16:25,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4361,04-210,5/18/2004,16:30,AT CARCASS,GRIZZLY BEAR,1,OTHER,3,,,1,,,,,,
4362,04-210,5/18/2004,16:30,CARCASS ARENA,RAVEN,1,PERCHED,3,,,1,,,,,,
4363,04-210,5/18/2004,16:30,CARCASS ARENA,GRIZZLY BEAR,2,OTHER,3,,,1,,,,,,
4364,04-210,5/18/2004,16:30,FIELD OF VIEW,RAVEN,18,PERCHED,3,,,1,,,,,,
4365,04-218,6/7/2004,20:23,AT CARCASS,RAVEN,8,FEED,3,,,50,19,,,,,
4366,04-218,6/7/2004,20:23,CARCASS ARENA,RAVEN,9,GROUND,3,,,50,19,,,,,
4367,04-218,6/7/2004,20:23,FIELD OF VIEW,WOLF,1,TRAVEL,3,,,50,19,,,,,
4368,04-218,6/7/2004,20:23,FIELD OF VIEW,RAVEN,10,PERCHED,3,,,50,19,,,,,
4369,04-218,6/7/2004,20:38,AT CARCASS,RAVEN,4,FEED,3,,,40,19,,,,,
4370,04-218,6/7/2004,20:38,CARCASS ARENA,RAVEN,4,GROUND,3,,,40,19,,,,,
4371,04-218,6/7/2004,20:38,FIELD OF VIEW,RAVEN,1,PERCHED,3,,,40,19,,,,,
4372,04-218,6/7/2004,20:53,AT CARCASS,RAVEN,5,FEED,3,,,30,13,,,,,
4373,04-218,6/7/2004,21:08,AT CARCASS,WOLF,1,FEED,3,,,28,16,,,,,
4374,04-218,6/7/2004,21:08,CARCASS ARENA,RAVEN,5,GROUND,3,,,28,16,,,,,
4375,04-218,6/7/2004,21:08,FIELD OF VIEW,RAVEN,1,GROUND,3,,,28,16,,,,,
4376,04-218,6/7/2004,21:08,FIELD OF VIEW,GRIZZLY BEAR,1,TRAVEL,3,,,28,16,,,,,
4377,04-218,6/8/2004,5:41,AT CARCASS,WOLF,1,FEED,4,,,,,,,,,
4378,04-218,6/8/2004,5:41,AT CARCASS,RAVEN,25,FEED,4,,,,,,,,,
4379,04-218,6/8/2004,5:41,CARCASS ARENA,RAVEN,20,GROUND,4,,,,,,,,,
4380,04-218,6/8/2004,5:41,CARCASS ARENA,MAGPIE,1,TRAVEL,4,,,,,,,,,
4381,04-218,6/8/2004,5:41,FIELD OF VIEW,WOLF,3,TRAVEL,4,,,,,,,,,
4382,04-218,6/8/2004,5:56,AT CARCASS,RAVEN,10,FEED,4,,,,,,,,,
4383,04-218,6/8/2004,5:56,CARCASS ARENA,WOLF,1,REST-ALERT,4,,,,,,,,,
4384,04-218,6/8/2004,5:56,CARCASS ARENA,RAVEN,9,GROUND,4,,,,,,,,,
4385,04-218,6/8/2004,5:56,CARCASS ARENA,MAGPIE,3,GROUND,4,,,,,,,,,
4386,04-218,6/8/2004,5:56,FIELD OF VIEW,WOLF,1,TRAVEL,4,,,,,,,,,
4387,04-218,6/8/2004,6:35,AT CARCASS,WOLF,1,FEED,4,,,37,13,,,,,
4388,04-218,6/8/2004,6:35,AT CARCASS,RAVEN,4,FEED,4,,,37,13,,,,,
4389,04-218,6/8/2004,6:35,CARCASS ARENA,RAVEN,22,GROUND,4,,,37,13,,,,,
4390,04-218,6/8/2004,6:35,FIELD OF VIEW,RAVEN,12,GROUND,4,,,37,13,,,,,
4391,04-218,6/8/2004,6:35,FIELD OF VIEW,MAGPIE,2,GROUND,4,,,37,13,,,,,
4392,04-218,6/8/2004,6:40,AT CARCASS,WOLF,1,FEED,4,,,,,,,,,
4393,04-218,6/8/2004,6:40,AT CARCASS,RAVEN,2,FEED,4,,,,,,,,,
4394,04-218,6/8/2004,6:45,AT CARCASS,WOLF,1,FEED,4,,,,,,,,,
4395,04-218,6/8/2004,6:45,AT CARCASS,RAVEN,1,FEED,4,,,,,,,,,
4396,04-218,6/8/2004,6:50,AT CARCASS,WOLF,1,FEED,4,,,28,9,,,,,
4397,04-218,6/8/2004,6:50,AT CARCASS,RAVEN,1,FEED,4,,,28,9,,,,,
4398,04-218,6/8/2004,6:50,CARCASS ARENA,RAVEN,17,GROUND,4,,,28,9,,,,,
4399,04-218,6/8/2004,6:50,FIELD OF VIEW,RAVEN,24,GROUND,4,,,28,9,,,,,
4400,04-218,6/8/2004,6:50,FIELD OF VIEW,BALD EAGLE,2,GROUND,4,,,28,9,,,,,
4401,04-218,6/8/2004,6:55,AT CARCASS,WOLF,1,FEED,4,,,,,,,,,
4402,04-218,6/8/2004,6:55,AT CARCASS,RAVEN,5,FEED,4,,,,,,,,,
4403,04-218,6/8/2004,7:00,AT CARCASS,RAVEN,9,FEED,4,,,,,,,,,
4404,04-218,6/8/2004,7:05,AT CARCASS,RAVEN,8,FEED,4,,,,,,,,,
4405,04-218,6/8/2004,7:10,AT CARCASS,RAVEN,3,FEED,4,,,30,14,,,,,
4406,04-218,6/8/2004,7:10,CARCASS ARENA,RAVEN,23,GROUND,4,,,30,14,,,,,
4407,04-218,6/8/2004,7:10,CARCASS ARENA,MAGPIE,1,TRAVEL,4,,,30,14,,,,,
4408,04-218,6/8/2004,7:10,FIELD OF VIEW,RAVEN,11,GROUND,4,,,30,14,,,,,
4409,04-218,6/8/2004,7:15,AT CARCASS,RAVEN,6,FEED,4,,,,,,,,,
4410,04-218,6/8/2004,7:20,AT CARCASS,RAVEN,6,FEED,4,,,,,,,,,
4411,04-218,6/8/2004,7:25,AT CARCASS,RAVEN,4,FEED,4,,,49,14,,,,,
4412,04-218,6/8/2004,7:25,CARCASS ARENA,RAVEN,19,GROUND,4,,,49,14,,,,,
4413,04-218,6/8/2004,7:25,FIELD OF VIEW,RAVEN,15,GROUND,4,,,49,14,,,,,
4414,04-218,6/8/2004,7:30,AT CARCASS,RAVEN,3,FEED,4,,,,,,,,,
4415,04-218,6/8/2004,7:35,AT CARCASS,RAVEN,2,GROUND,4,,,,,,,,,
4416,04-218,6/8/2004,7:40,AT CARCASS,COYOTE,1,FEED,4,,,47,14,,,,,
4417,04-218,6/8/2004,7:40,CARCASS ARENA,RAVEN,12,GROUND,4,,,47,14,,,,,
4418,04-218,6/8/2004,7:40,FIELD OF VIEW,RAVEN,17,GROUND,4,,,47,14,,,,,
4419,04-218,6/8/2004,7:40,FIELD OF VIEW,MAGPIE,1,GROUND,4,,,47,14,,,,,
4420,04-218,6/8/2004,7:45,AT CARCASS,RAVEN,4,FEED,4,,,,,,,,,
4421,04-218,6/8/2004,7:50,AT CARCASS,RAVEN,4,FEED,4,,,,,,,,,
4422,04-218,6/8/2004,7:55,AT CARCASS,RAVEN,2,FEED,4,,,33,11,,,,,
4423,04-218,6/8/2004,7:55,CARCASS ARENA,RAVEN,13,GROUND,4,,,33,11,,,,,
4424,04-218,6/8/2004,7:55,FIELD OF VIEW,RAVEN,8,GROUND,4,,,33,11,,,,,
4425,04-218,6/8/2004,8:00,AT CARCASS,RAVEN,15,FEED,4,,,,,,,,,
4426,04-218,6/8/2004,8:05,AT CARCASS,RAVEN,13,FEED,4,,,,,,,,,
4427,04-218,6/8/2004,8:10,AT CARCASS,RAVEN,11,FEED,4,,,23,16,,,,,
4428,04-218,6/8/2004,8:10,CARCASS ARENA,RAVEN,7,GROUND,4,,,23,16,,,,,
4429,04-218,6/8/2004,8:10,FIELD OF VIEW,WOLF,1,VIGILANT,4,,,23,16,,,,,
4430,04-218,6/8/2004,8:10,FIELD OF VIEW,RAVEN,12,GROUND,4,,,23,16,,,,,
4431,04-218,6/8/2004,8:15,AT CARCASS,RAVEN,12,FEED,4,,,,,,,,,
4432,04-218,6/8/2004,8:20,AT CARCASS,RAVEN,11,FEED,4,,,,,,,,,
4433,04-218,6/8/2004,8:25,AT CARCASS,RAVEN,13,FEED,4,,,24,14,,,,,
4434,04-218,6/8/2004,8:25,CARCASS ARENA,RAVEN,2,GROUND,4,,,24,14,,,,,
4435,04-218,6/8/2004,8:25,FIELD OF VIEW,RAVEN,10,GROUND,4,,,24,14,,,,,
4436,04-218,6/8/2004,8:30,AT CARCASS,RAVEN,9,FEED,4,,,,,,,,,
4437,04-218,6/8/2004,8:35,AT CARCASS,RAVEN,2,FEED,4,,,,,,,,,
4438,04-218,6/8/2004,8:35,AT CARCASS,COYOTE,1,VIGILANT,4,,,,,,,,,
4439,04-218,6/8/2004,8:40,AT CARCASS,RAVEN,10,FEED,4,,,22,9,,,,,
4440,04-218,6/8/2004,8:40,CARCASS ARENA,RAVEN,5,GROUND,4,,,22,9,,,,,
4441,04-218,6/8/2004,8:40,FIELD OF VIEW,RAVEN,6,GROUND,4,,,22,9,,,,,
4442,04-218,6/8/2004,8:40,FIELD OF VIEW,COYOTE,1,TRAVEL,4,,,22,9,,,,,
4443,04-218,6/8/2004,8:45,AT CARCASS,RAVEN,12,FEED,4,,,,,,,,,
4444,04-218,6/8/2004,8:50,AT CARCASS,RAVEN,11,FEED,4,,,,,,,,,
4445,04-218,6/8/2004,8:55,AT CARCASS,RAVEN,10,FEED,4,,,28,12,,,,,
4446,04-218,6/8/2004,8:55,CARCASS ARENA,RAVEN,7,GROUND,4,,,28,12,,,,,
4447,04-218,6/8/2004,8:55,FIELD OF VIEW,RAVEN,1,GROUND,4,,,28,12,,,,,
4448,04-218,6/8/2004,9:00,AT CARCASS,RAVEN,9,FEED,4,,,,,,,,,
4449,04-218,6/8/2004,9:05,AT CARCASS,RAVEN,5,FEED,4,,,,,,,,,
4450,04-218,6/8/2004,9:10,AT CARCASS,RAVEN,6,FEED,4,,,19,11,,,,,
4451,04-218,6/8/2004,9:10,CARCASS ARENA,RAVEN,1,GROUND,4,,,19,11,,,,,
4452,04-218,6/8/2004,9:10,FIELD OF VIEW,RAVEN,4,GROUND,4,,,19,11,,,,,
4453,04-218,6/8/2004,9:10,FIELD OF VIEW,MAGPIE,1,TRAVEL,4,,,19,11,,,,,
4454,04-218,6/8/2004,9:15,AT CARCASS,RAVEN,5,FEED,4,,,,,,,,,
4455,04-218,6/8/2004,9:20,AT CARCASS,RAVEN,3,FEED,4,,,,,,,,,
4456,04-218,6/8/2004,9:25,AT CARCASS,RAVEN,2,FEED,4,,,10,11,,,,,
4457,04-218,6/8/2004,9:25,CARCASS ARENA,RAVEN,2,GROUND,4,,,10,11,,,,,
4458,04-218,6/8/2004,9:25,FIELD OF VIEW,RAVEN,5,GROUND,4,,,10,11,,,,,
4459,04-218,6/8/2004,9:30,AT CARCASS,RAVEN,5,FEED,4,,,,,,,,,
4460,04-218,6/8/2004,9:35,AT CARCASS,RAVEN,4,FEED,4,,,,,,,,,
4461,04-218,6/8/2004,9:40,AT CARCASS,RAVEN,3,FEED,4,,,14,12,,,,,
4462,04-218,6/8/2004,9:40,CARCASS ARENA,RAVEN,2,GROUND,4,,,14,12,,,,,
4463,04-218,6/8/2004,9:40,FIELD OF VIEW,RAVEN,1,GROUND,4,,,14,12,,,,,
4464,04-218,6/8/2004,9:40,FIELD OF VIEW,COYOTE,1,TRAVEL,4,,,14,12,,,,,
4465,04-218,6/8/2004,9:45,AT CARCASS,RAVEN,2,FEED,4,,,,,,,,,
4466,04-218,6/8/2004,9:50,AT CARCASS,RAVEN,2,FEED,4,,,,,,,,,
4467,04-218,6/8/2004,9:55,AT CARCASS,RAVEN,1,GROUND,4,,,19,11,,,,,
4468,04-218,6/8/2004,9:55,CARCASS ARENA,RAVEN,2,GROUND,4,,,19,11,,,,,
4469,04-218,6/8/2004,9:55,FIELD OF VIEW,COYOTE,1,TRAVEL,4,,,19,11,,,,,
4470,04-261,6/17/2004,9:45,AT CARCASS,RAVEN,2,FEED,2,,,4,,,,,,
4471,04-261,6/17/2004,9:45,AT CARCASS,MAGPIE,2,FEED,2,,,4,,,,,,
4472,04-261,6/17/2004,9:45,FIELD OF VIEW,RAVEN,1,PERCHED,2,,,4,,,,,,
4473,04-261,6/17/2004,9:45,FIELD OF VIEW,MAGPIE,1,TRAVEL,2,,,4,,,,,,
4474,04-261,6/17/2004,9:50,AT CARCASS,MAGPIE,3,FEED,2,,,4,,,,,,
4475,04-261,6/17/2004,9:55,,,,,2,,,4,,,,,,
4476,04-261,6/17/2004,10:00,AT CARCASS,MAGPIE,1,FEED,2,,,4,,,,,,
4477,04-261,6/17/2004,10:00,FIELD OF VIEW,RAVEN,1,TRAVEL,2,,,4,,,,,,
4478,04-261,6/17/2004,10:00,FIELD OF VIEW,MAGPIE,3,PERCHED,2,,,4,,,,,,
4479,04-261,6/17/2004,10:05,AT CARCASS,RAVEN,2,FEED,2,,,4,,,,,,
4480,04-261,6/17/2004,10:10,AT CARCASS,RAVEN,1,FEED,2,,,4,,,,,,
4481,04-261,6/17/2004,10:10,AT CARCASS,MAGPIE,1,FEED,2,,,4,,,,,,
4482,04-261,6/17/2004,10:15,AT CARCASS,MAGPIE,4,FEED,2,,,4,,,,,,
4483,04-261,6/17/2004,10:15,FIELD OF VIEW,RAVEN,1,TRAVEL,2,,,4,,,,,,
4484,04-261,6/17/2004,10:15,FIELD OF VIEW,MAGPIE,1,GROUND,2,,,4,,,,,,
4485,04-261,6/17/2004,10:20,AT CARCASS,MAGPIE,1,FEED,2,,,4,,,,,,
4486,04-261,6/17/2004,10:25,AT CARCASS,RAVEN,2,FEED,2,,,4,,,,,,
4487,04-261,6/17/2004,10:30,AT CARCASS,MAGPIE,4,FEED,2,,,2,,,,,,
4488,04-261,6/17/2004,10:30,CARCASS ARENA,MAGPIE,1,TRAVEL,2,,,2,,,,,,
4489,04-261,6/17/2004,10:30,FIELD OF VIEW,RAVEN,1,PERCHED,2,,,2,,,,,,
4490,04-261,6/17/2004,10:30,FIELD OF VIEW,MAGPIE,3,PERCHED,2,,,2,,,,,,
4491,04-261,6/17/2004,10:30,FIELD OF VIEW,COYOTE,1,TRAVEL,2,,,2,,,,,,
4492,04-261,6/17/2004,10:35,AT CARCASS,MAGPIE,1,FEED,2,,,2,,,,,,
4493,04-261,6/17/2004,10:40,AT CARCASS,MAGPIE,5,FEED,2,,,2,,,,,,
4494,04-261,6/17/2004,10:45,AT CARCASS,MAGPIE,4,FEED,2,,,2,,,,,,
4495,04-261,6/17/2004,10:45,FIELD OF VIEW,RAVEN,1,PERCHED,2,,,2,,,,,,
4496,04-261,6/17/2004,10:45,FIELD OF VIEW,COYOTE,1,TRAVEL,2,,,2,,,,,,
4497,04-261,6/17/2004,10:50,AT CARCASS,MAGPIE,2,FEED,2,,,2,,,,,,
4498,04-261,6/17/2004,10:55,AT CARCASS,MAGPIE,3,FEED,2,,,2,,,,,,
4499,04-261,6/17/2004,11:00,,,,,2,,,2,,Disturbance in area-- human presence.  See notes.,,,,
4500,04-261,6/17/2004,11:05,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4501,04-261,6/17/2004,11:10,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4502,04-261,6/17/2004,11:10,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4503,04-261,6/17/2004,11:15,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4504,04-261,6/17/2004,11:15,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4505,04-261,6/17/2004,11:15,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,2,,,,,,
4506,04-261,6/17/2004,11:20,,,,,3,,,2,,,,,,
4507,04-261,6/17/2004,11:25,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4508,04-261,6/17/2004,11:25,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4509,04-261,6/17/2004,11:30,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4510,04-261,6/17/2004,11:30,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4511,04-261,6/17/2004,11:30,CARCASS ARENA,MAGPIE,2,GROUND,3,,,2,,,,,,
4512,04-261,6/17/2004,11:30,FIELD OF VIEW,RAVEN,1,PERCHED,3,,,2,,,,,,
4513,04-261,6/17/2004,11:35,AT CARCASS,MAGPIE,4,FEED,3,,,2,,,,,,
4514,04-261,6/17/2004,11:40,,,,,3,,,2,,,,,,
4515,04-261,6/17/2004,11:45,AT CARCASS,RAVEN,2,FEED,3,,,2,,,,,,
4516,04-261,6/17/2004,11:50,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4517,04-261,6/17/2004,11:50,AT CARCASS,MAGPIE,3,FEED,3,,,2,,,,,,
4518,04-261,6/17/2004,11:55,AT CARCASS,MAGPIE,4,FEED,3,,,2,,,,,,
4519,04-261,6/17/2004,12:00,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4520,04-261,6/17/2004,12:05,AT CARCASS,MAGPIE,1,GROUND,3,,,2,,,,,,
4521,04-261,6/17/2004,12:10,AT CARCASS,MAGPIE,2,FEED,3,,,2,,,,,,
4522,04-261,6/17/2004,12:15,AT CARCASS,MAGPIE,3,FEED,3,,,2,,,,,,
4523,04-261,6/17/2004,12:15,CARCASS ARENA,RAVEN,1,TRAVEL,3,,,2,,,,,,
4524,04-261,6/17/2004,12:15,CARCASS ARENA,MAGPIE,1,GROUND,3,,,2,,,,,,
4525,04-261,6/17/2004,12:15,FIELD OF VIEW,MAGPIE,1,GROUND,3,,,2,,,,,,
4526,04-261,6/17/2004,12:20,,,,,3,,,2,,,,,,
4527,04-261,6/17/2004,12:25,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4528,04-261,6/17/2004,12:30,CARCASS ARENA,MAGPIE,1,TRAVEL,3,,,2,,,,,,
4529,04-261,6/17/2004,12:35,AT CARCASS,RAVEN,1,FEED,3,,,2,,,,,,
4530,04-261,6/17/2004,12:35,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
4531,04-261,6/17/2004,12:40,AT CARCASS,MAGPIE,2,FEED,3,,,2,,,,,,
4532,04-261,6/17/2004,12:45,AT CARCASS,MAGPIE,1,FEED,3,,,2,,,,,,
